file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
ISLE_SESS0131_BLOCKD02_03_sprt1,0.0,4.5,dataset,-43.816883680555556,-53.55393952589769,3.880183581767705,11.443148868500742
F2BJRLP1,0.0,25.309125,dataset,-45.813203773212166,-45.88082605450811,3.8291365606030707,8.160836403447068
F2BJRLP3,0.0,30.7068125,dataset,-46.011203598176486,-46.895235560332345,3.659455927908461,10.235460833631313
F2BJRLP2,0.0,28.6474375,dataset,-45.74555246509598,-45.758552588546706,3.595555116294542,7.983564690353116
ISLE_SESS0131_BLOCKD02_01_sprt1,0.0,4.125,dataset,-43.23114028450363,-52.320740039532,2.717582662705297,11.85118774544399
ISLE_SESS0131_BLOCKD02_02_sprt1,0.0,3.875,dataset,-44.836843588917525,-50.91709168752035,2.549560355308706,12.358243745435463
